RecordID,Measurementtimestamp,VehicleID,FleetID,TruckID,Region,OperationalHours,Mileage,EngineHealth,SensorData,VehicleSpeedSensor,Vibration,EngineLoad,EngineCoolantTemp,IntakeManifoldPressure,EngineRPM,SpeedOBD,IntakeAirTemp,MassAirFlowRate,ThrottlePosManifold,VoltageControlModule,AmbientAirTemp,AccelPedalPosD,EngineOilTemp,SpeedGPS,GPSLongitude,GPSLatitude,GPSBearing,GPSAltitude,TurboBoostAndVcmGauge,TripDistance,LitresPer100kmInst,AccelSsorTotal,CO2InGPerKmInst,TripTimeJourney,MaintenanceFlag
3641,2/22/2016 16:55,1540,14,138,4,6382,176999,0.880653206,65.15209809,4,2.893671609,17.01483034,99,159,3576,58,16,129.6894672,29.53395637,13.83795039,1,83.84507014,117,15,9.511570881,-38.1645767,223.8835589,4658,90.12889173,256.8222894,18.62237626,4.509023813,169.9923428,34,2
3642,2/22/2016 16:55,1212,44,406,3,3988,116611,0.902525402,85.35977949,2,0.273843841,92.4977365,106,126,3729,93,-6,60.26265106,62.73040785,13.37250301,-11,71.74577446,100,117,-135.8370042,23.11275925,78.96354532,446,26.50293458,512.9271624,28.74853541,4.590703787,202.8415076,229,1
3643,2/22/2016 16:55,1462,16,232,3,1565,107932,0.692970444,33.70632686,73,1.548779938,69.68920289,108,18,1783,51,2,173.5748879,7.098266623,11.33581041,-15,86.96849054,140,42,-58.45980977,88.52235957,30.80297197,2604,69.96798066,617.3736087,8.065045238,8.413170066,464.2153554,251,0
3644,2/22/2016 16:55,1435,97,89,3,8821,175356,0.841292777,55.82529849,29,3.47463874,60.49500674,96,126,2194,50,15,18.75870953,68.56554503,13.20106571,43,72.36635922,80,134,-125.6892203,30.02683319,65.77544248,338,70.32268177,385.4833663,9.266530319,1.038664497,142.3061636,42,2
3645,2/22/2016 16:55,1282,77,463,2,6363,15130,0.55390007,57.61883271,79,2.34108277,80.65626062,86,11,1281,90,9,45.17351168,58.62775239,12.16499893,-20,66.02595281,74,101,53.62321776,28.66968476,87.37761147,3385,82.57985088,739.690076,22.13571673,5.912972489,434.016239,243,1
3646,2/22/2016 16:55,1561,12,77,3,7836,120703,0.698481026,96.73555573,10,3.677815535,51.58441887,78,79,1124,55,-6,66.72155593,41.70370089,11.51302433,-7,39.33346166,85,36,-150.3465005,-87.82208914,218.1516219,2037,10.10528596,602.4838342,19.92600934,4.21599951,144.1959436,241,1
3647,2/22/2016 16:55,1606,55,136,3,2208,76693,0.98365533,13.14864995,130,0.861519471,19.076619,116,110,1807,78,2,141.5310059,4.584556049,14.58893836,17,35.35801482,122,133,-109.6325472,19.24190729,196.1377341,1511,63.06006202,424.3687243,13.96592383,7.131161796,422.703497,17,0
3648,2/22/2016 16:55,1462,51,405,3,2175,175198,0.584265327,75.8913072,14,4.941538733,15.42523237,75,182,2946,76,47,107.2448855,23.09336666,14.11978238,-17,20.48181265,133,119,158.3481633,-24.35152845,319.4900819,3761,86.60157569,53.79200856,11.31527154,6.138072213,287.6698379,184,1
3649,2/22/2016 16:55,1406,39,469,1,6446,122271,0.692855652,57.51512085,53,2.28405611,52.26278777,98,84,3171,71,29,187.2964404,28.18869988,11.94411594,-20,75.90907033,121,87,17.63635677,-21.89157414,6.598972325,1089,37.15586292,337.1110967,9.720454433,4.875354076,225.3828581,292,0
3650,2/22/2016 16:55,1087,33,406,4,2333,75675,0.895260755,84.5379032,128,2.740065988,80.54644837,74,197,2998,15,26,73.90803875,2.186670181,13.95801023,42,18.06536962,126,33,75.73384752,87.8067017,22.46250113,1046,85.87087096,217.7173155,14.05932131,9.311698904,121.7049406,71,1
3651,2/22/2016 16:55,1043,33,110,4,6286,22311,0.832711627,83.19517295,12,1.362154736,22.1656134,114,20,978,86,37,142.0687066,15.99562789,12.49995755,18,52.54827808,135,93,-55.55338222,74.76789839,172.4058388,2910,92.75198,435.475889,12.83652918,8.946707072,322.8103901,153,1
3652,2/22/2016 16:55,1460,29,353,1,7859,113007,0.815759301,1.203030164,62,1.761822554,70.4913732,118,179,1856,25,30,17.35877342,0.967350554,12.766457,15,40.48213746,73,130,-37.85329779,52.18920508,134.1151649,657,59.74654724,148.0408787,6.405253007,3.541797075,253.6221708,165,0
3653,2/22/2016 16:55,1277,69,301,2,3155,55889,0.92662873,25.64546738,111,3.307481344,24.98027002,70,62,3125,52,34,139.3880538,4.760191117,14.01988017,21,53.19469265,100,52,56.10058959,-6.915770315,192.7745703,4208,79.50521746,230.5280045,22.42722877,0.296696609,279.0587675,99,0
3654,2/22/2016 16:55,1682,70,91,2,3602,109883,0.514546922,18.08173429,55,1.774461689,43.2823682,87,174,1034,29,45,89.65318887,11.98010347,11.28388557,48,74.2238844,91,118,-131.2458978,-38.49114582,284.3845055,2025,4.182582911,884.8243709,9.120490107,0.53661383,109.4696375,56,1
3655,2/22/2016 16:56,1420,31,424,2,3525,149704,0.885582184,46.17106478,38,3.620884858,6.115178481,83,142,1827,17,15,171.8316386,33.85688405,12.28976603,19,85.15897194,113,94,-83.14090715,-33.57864388,164.8355249,3521,34.2700953,911.2937409,5.064718963,2.631650172,319.549957,244,0
3656,2/22/2016 16:56,1700,80,370,1,1888,8038,0.94127452,90.5287462,101,1.500708963,50.32432218,81,34,660,38,4,127.1475934,34.43344577,14.09271959,19,27.8817076,93,81,-156.6369857,60.75550611,216.8477771,1592,59.1325113,142.7546476,22.67622068,0.136994371,295.4006929,85,1
3657,2/22/2016 16:56,1352,31,406,4,8463,12219,0.508087239,0.500605668,66,3.850748469,16.92821169,73,82,911,44,-2,141.2824437,81.82902857,13.41792642,34,10.7716134,112,5,28.21267563,-76.39469867,137.009168,4367,29.53626911,952.0016013,17.32195383,7.009880509,356.0825502,97,1
3658,2/22/2016 16:56,1695,89,414,4,8103,77036,0.779481476,48.81919758,107,3.407317358,84.42899602,77,181,1842,37,49,169.3824245,54.77117883,12.16661902,33,75.82397663,120,60,-67.52679739,-83.27793062,234.1069431,621,40.93326178,809.6412342,13.25818257,5.28788031,338.6833985,53,2
3659,2/22/2016 16:56,1514,46,190,3,945,154177,0.674294243,88.47934352,89,1.139292026,95.73788798,75,76,891,35,12,16.32308606,5.709922254,12.28101681,22,58.34000072,119,131,113.4225967,-22.4273531,30.06627032,2457,87.52741613,852.055973,29.24291767,2.248097215,254.1442436,208,1
3660,2/22/2016 16:56,1702,97,73,4,5659,122454,0.525381354,92.6212436,138,0.345165066,8.386768395,89,128,919,97,46,197.5680191,4.537019631,14.55278444,45,78.54429991,115,98,121.8260377,-83.2724783,42.83324587,4723,44.00750775,292.5200707,13.28644276,7.333046137,142.8358802,50,1
3661,2/22/2016 16:56,1629,77,173,2,5963,165350,0.70887406,65.72986033,75,4.658039166,53.38034301,92,65,3694,5,34,50.29306626,34.58889231,14.63378012,16,73.37477402,71,92,-172.7229532,0.393890356,226.5807521,2369,75.72044035,181.2621809,12.07066007,6.738601196,271.1436342,264,2
3662,2/22/2016 16:56,1018,52,35,2,3461,164067,0.822015071,82.97522976,117,1.25243214,70.41230089,86,35,885,110,10,45.68906402,66.31781413,11.44528149,37,79.04826398,111,104,-139.6519379,85.86378084,224.0788281,1988,22.78924267,327.6425864,9.97521708,6.269218286,335.9006687,132,1
3663,2/22/2016 16:56,1022,10,210,3,3058,7825,0.959506816,32.40681942,85,2.928210779,6.533735498,70,154,2315,129,40,162.0515938,55.36145119,11.35542707,-19,72.56073241,81,44,-144.5046207,38.6358802,233.997528,398,30.32915961,293.0338943,21.21259303,0.530905768,398.5483799,101,0
3664,2/22/2016 16:56,1412,88,298,3,9226,132301,0.810265243,28.59594699,21,1.55948067,55.36716614,108,24,1929,20,25,90.42480223,17.68431164,14.07641693,43,28.60167381,119,96,-70.54044891,-45.42027259,16.52112221,4040,68.76577014,585.4833521,9.373798121,4.920455849,238.6993306,158,2
3665,2/22/2016 16:56,1029,74,133,4,9874,28054,0.928371541,4.911964712,11,3.325174085,93.66973994,107,38,2882,131,23,47.89803299,51.02271526,13.79408146,-2,25.08799364,80,50,118.7195557,48.04686695,227.3627318,58,20.50560798,735.575572,7.145721738,7.478319058,236.4657463,79,2
3666,2/22/2016 16:56,1806,41,283,3,3720,179766,0.560785753,50.32026231,49,3.536132977,52.65238502,118,73,2571,136,-9,44.70511811,82.97148804,13.8834494,36,67.42930064,98,81,57.41740441,-37.51376344,350.6357546,725,72.20941132,38.86120171,9.852617106,1.891610807,152.6281517,52,1
3667,2/22/2016 16:56,1107,95,198,3,2940,46178,0.605260584,45.58320125,16,0.464101537,62.10031815,118,166,1777,19,7,38.42853697,20.32851096,12.91299744,21,39.02230331,135,112,88.43638311,38.69366332,121.1575006,3791,92.89234595,636.884981,7.0591421,8.019609469,285.6829496,196,0
3668,2/22/2016 16:56,1366,77,446,1,6335,152860,0.985146432,37.19154907,24,0.34509194,32.75751345,83,64,1448,62,16,93.67333486,62.17930593,11.69934122,8,68.95678678,134,5,-178.7928697,-17.88162842,5.373260872,3099,39.81121488,17.08665447,6.591750956,0.006372266,371.6177109,254,2
3669,2/22/2016 16:56,1280,3,32,4,1458,18077,0.943700345,11.33340992,82,4.954626112,61.51498943,71,40,1608,112,39,21.05138379,92.18615777,11.00723884,2,35.23724895,104,90,96.72436201,-80.01815319,86.03895555,3713,66.94288944,540.3408434,15.77667286,1.690909627,238.300428,260,0
3670,2/22/2016 16:56,1127,59,136,2,3922,195270,0.617613477,23.07631588,100,3.863419974,88.8004865,85,92,3268,86,-10,11.90249387,57.03557424,11.77727528,-15,85.82893461,116,68,113.6945171,-24.05412519,235.8652405,499,59.88636918,586.2661205,23.70606152,9.244145483,163.9153495,136,2
3671,2/22/2016 16:56,1228,52,248,1,4727,167085,0.810486941,20.36756158,113,1.381765093,32.93361927,114,177,685,110,9,164.2164003,89.25296123,14.24439281,16,87.47315591,117,86,-100.4297063,-44.9472594,164.0578848,3254,25.82889336,852.4209208,20.86578826,8.497095294,363.9908577,59,2
3672,2/22/2016 16:56,1110,34,359,2,9577,76694,0.681316379,94.39684022,101,2.507760444,77.22109684,117,174,534,48,42,116.0826073,20.84171338,11.20845104,21,99.11466668,97,114,77.13359914,62.47984156,304.1719602,560,6.148985959,537.5739176,11.8302527,1.256235127,264.2784525,92,1
3673,2/22/2016 16:56,1135,49,341,3,7496,91341,0.734299254,96.64603373,104,4.794110136,57.06787994,114,79,746,92,12,58.90249898,41.88684296,12.14614907,5,81.53166795,93,90,-91.51968192,-66.26366408,322.8444559,3880,72.30339797,946.467024,11.00575313,0.392547453,280.3869223,231,1
3674,2/22/2016 16:56,1361,28,146,3,6539,188921,0.930439075,0.342160486,48,2.764920606,25.72391521,95,10,2986,52,27,26.11594912,57.21497883,13.5487183,3,49.2752779,93,105,-46.91147808,88.21788233,133.6500335,4313,33.77081902,826.1076429,12.88376971,3.131267097,377.788352,104,2
3675,2/22/2016 16:56,1185,83,334,2,3508,173906,0.867856305,17.05479009,42,2.154529982,39.13768566,80,82,2849,5,39,141.1561362,10.44950275,11.16339962,38,93.88187838,121,36,-168.9235632,-68.74795952,357.323781,3429,80.32969436,193.0150025,19.13222988,5.150127322,110.7900623,283,2
3676,2/22/2016 16:56,1655,87,143,1,4447,80563,0.619221281,88.87808002,18,0.284130232,35.79324974,102,118,652,29,28,162.8930859,57.25442651,14.95155511,-9,4.596375252,79,9,106.5904469,-19.13758169,317.2191044,733,11.44911469,347.013667,6.482325255,8.735155152,257.7178204,248,1
3677,2/22/2016 16:56,1583,96,234,1,5933,168997,0.657996537,3.834008467,79,2.965431778,46.84331185,82,115,2760,75,17,99.91097901,49.30635725,13.66735723,33,5.824645241,113,128,-68.33485888,44.17646965,15.03795609,4456,10.47254245,242.1359666,18.15977008,0.724107692,376.4702666,65,2
3678,2/22/2016 16:56,1128,13,410,1,8138,158367,0.64485523,94.34515126,25,4.420107106,11.27678577,96,176,1259,27,42,164.5603814,55.66920164,12.86548792,4,10.96975029,111,76,-128.0277632,-84.47879675,29.7781248,595,78.32342776,237.315282,23.11405608,8.191161959,414.1880105,187,1
3679,2/22/2016 16:56,1875,97,437,3,7456,33253,0.890331389,38.00646544,96,2.759783527,15.08687197,81,30,2174,94,36,180.7387478,76.80003416,12.36728897,-11,54.77530097,100,123,156.9046195,-80.33236659,300.7712018,1977,81.80666478,30.30789004,14.22935999,8.922153265,387.6065815,78,0
3680,2/22/2016 16:56,1260,98,44,4,3650,110347,0.745044211,53.86857626,14,3.930724395,37.84358928,106,115,3339,55,18,93.23661894,24.70547213,14.6358973,-16,80.84549994,113,99,-69.44155999,-89.90670231,265.0798233,1756,10.63582733,979.2016042,25.23972252,1.219956775,469.9644675,69,0
3681,2/22/2016 16:56,1514,97,32,3,7121,51853,0.975362154,76.38196212,52,4.441289337,56.19481498,116,165,1089,50,22,187.303008,46.66499241,14.01865857,12,65.13735798,135,3,88.84067983,12.06224728,340.5838614,4338,45.30379896,117.5677216,21.60052532,2.023173001,140.6362584,142,0
3682,2/22/2016 16:56,1448,69,231,2,5518,153261,0.908343589,24.3905091,19,2.095858607,61.79462732,72,72,1931,9,38,39.6801605,48.77012475,14.36188454,-7,83.29015208,99,79,135.6045496,-79.15672157,326.3970159,4820,83.92377669,872.9488625,17.74625055,7.090011015,470.7782771,161,2
3683,2/22/2016 16:56,1899,67,28,1,5057,48154,0.605597215,10.06740078,132,2.11675408,91.03845607,73,190,2876,137,-6,133.718533,73.54058318,11.82397588,23,45.90202407,123,102,157.4977272,-31.86380078,49.96326423,2068,10.88151615,865.299299,15.97126146,9.860186728,341.7179379,27,0
3684,2/22/2016 16:56,1103,61,423,4,9617,110539,0.892971398,80.99481998,63,4.614805319,56.89174075,84,157,2421,65,23,92.5692177,60.98681387,14.89253118,14,84.60430401,85,101,-38.69326365,-5.946066838,324.5232304,312,2.243351289,648.9641628,28.08234911,0.310281558,262.478385,275,1
3685,2/22/2016 16:56,1482,60,491,1,6347,87423,0.753039674,98.46264128,23,1.76902393,72.9790393,97,186,505,35,-3,28.18906071,88.06196208,11.04026004,11,84.7859605,96,55,-84.57923112,65.63361366,65.93087314,1612,66.10953153,829.1575217,9.464103533,9.662035805,234.7252104,111,1
3686,2/22/2016 16:56,1223,71,160,3,9775,126924,0.626855063,65.87780189,69,3.341384578,48.1721564,116,106,2316,44,35,186.8221248,6.152552561,13.68980296,23,23.84672581,80,88,-125.4470489,-78.91428379,178.3914803,3338,26.24549578,146.0305615,22.50558504,3.81945332,437.8118991,182,2
3687,2/22/2016 16:56,1831,24,333,4,4740,94646,0.681665871,82.52243105,139,3.13749587,52.33627849,83,57,2372,30,24,159.7646075,25.89746536,13.08992528,41,93.82911609,137,88,17.21939537,20.33202284,319.2894613,303,35.68059732,298.2956121,21.69598045,6.366394031,487.1337058,290,1
3688,2/22/2016 16:56,1873,63,207,4,5736,141255,0.986063058,94.13123925,127,2.477342156,58.99239159,93,106,3062,95,8,113.8713602,28.16823665,13.5767488,28,39.1962565,72,123,155.7055927,16.15196134,190.4554481,2454,22.91666269,998.6433455,8.62883485,1.585046158,462.9900818,12,1
3689,2/22/2016 16:56,1865,86,18,3,3546,24023,0.741980721,22.85797815,3,3.245704523,52.21362242,110,54,632,21,47,151.2569448,83.58797697,14.35060435,37,89.68866996,101,132,129.0489376,51.85573874,112.3783824,244,0.504412373,917.3681084,5.149862576,0.273110932,143.8700517,197,0
3690,2/22/2016 16:56,1490,61,103,1,3522,13957,0.859802925,35.04059541,111,3.545390355,30.9431919,75,172,2963,132,31,101.1588598,9.039981953,11.76654641,12,48.80572685,79,18,-63.97562925,15.44403005,110.5250454,688,41.5056075,957.0597193,22.67971664,6.410105369,343.9658939,84,0
3691,2/22/2016 16:56,1472,23,70,1,7276,21620,0.738542648,21.90260736,1,4.631573991,97.73190344,80,13,1827,107,45,121.2638332,83.63456932,13.17760344,13,2.854281928,110,118,-70.46634298,79.92549847,99.65779701,618,25.06441973,694.916458,22.64765837,7.594253583,220.6495013,79,0
3692,2/22/2016 16:56,1009,30,119,1,9407,9491,0.685778637,6.178377198,107,4.023741117,61.87356305,98,61,1232,69,0,48.48850761,72.13266633,14.97383862,2,7.755679143,93,32,158.6230173,-56.77461649,2.702359152,2450,93.06085001,763.1526692,8.479724081,1.137358654,265.7139253,97,2
3693,2/22/2016 16:56,1404,60,139,3,4611,113500,0.898210009,73.22757973,133,1.854359758,34.61373151,85,101,919,86,19,102.884403,19.6960576,14.78837401,22,19.3558612,78,136,169.5012134,-49.17355176,201.9763964,3095,26.45862566,159.3532868,25.70069214,6.720834228,217.745666,246,0
3694,2/22/2016 16:56,1895,18,160,2,7664,43728,0.924162176,14.56576036,92,2.21749341,79.86182783,82,126,1392,129,38,48.93594026,67.0292958,11.2162767,23,3.041676404,87,137,-112.3832586,31.87076924,105.3955668,3155,2.00279548,523.3708399,12.00484802,1.069041253,232.8878882,78,0
3695,2/22/2016 16:56,1301,96,232,2,2408,69650,0.535944583,9.270939691,73,4.52791368,16.37680782,80,53,2666,28,-10,192.7731288,19.39073224,14.09219365,33,19.65964865,106,34,151.4899395,27.43935105,216.9425802,680,17.16096374,435.1954115,21.49292384,1.290488194,309.682643,67,1
3696,2/22/2016 16:56,1230,56,148,1,8300,170639,0.639488795,35.76348706,88,1.427520011,99.25239736,103,173,1420,43,32,93.66135346,28.08698097,14.51388868,-14,13.03904136,101,121,41.95234652,66.72316984,192.5416438,3200,95.17181326,106.305311,29.89054101,5.609716995,412.8486078,130,2
3697,2/22/2016 16:56,1730,53,353,4,7307,8387,0.753935524,6.055611421,9,1.691753999,78.88001112,87,30,1451,24,44,90.64091401,67.19338613,13.68748831,45,92.47673486,92,136,-105.053537,-48.06358395,224.705932,1098,45.1424597,149.8426306,15.52679371,9.937934622,476.5658436,270,0
3698,2/22/2016 16:56,1922,7,424,2,6263,21025,0.658248874,17.95583173,134,3.476695412,9.747790954,110,151,3983,66,36,193.9560736,28.86174198,11.56146976,1,99.2221016,95,112,126.0683441,2.395735382,228.3350002,4954,98.66386962,309.1841468,5.832935238,4.484966602,343.4142722,226,0
3699,2/22/2016 16:56,1065,97,392,1,8426,137518,0.891791502,6.994120754,49,0.642819611,84.82710256,116,124,1391,132,6,189.9867283,5.231426369,12.04216281,48,93.05334769,135,9,-9.832123574,-78.6279016,204.2057722,1394,6.155147964,146.1448253,27.10416712,5.658803688,226.3370417,296,2
3700,2/22/2016 16:56,1936,69,243,2,7655,109673,0.55736668,87.72778068,20,3.957274403,25.85676512,115,21,999,23,44,149.8924075,35.37595731,11.72879674,21,57.63265839,88,74,-55.58320597,-18.34282507,291.7605082,1825,76.24410466,807.0955801,7.916535296,6.910980691,159.4485838,26,1
3701,2/22/2016 16:56,1111,92,35,1,2669,108896,0.898899143,77.973439,85,4.747005896,63.78265497,79,173,1664,41,-1,151.2801995,63.6180559,13.08519257,-19,86.63087797,135,33,-101.7139948,-46.33376859,336.2665746,1094,60.40573532,223.3363009,23.86757821,6.130363573,193.1997303,45,0
3702,2/22/2016 16:56,1012,72,325,2,9922,162682,0.808943209,85.95148077,45,3.251474243,16.51399122,108,149,1858,12,1,179.9757164,19.04745212,12.29636531,3,3.78564905,116,113,0.689333389,63.41153034,105.5406018,2167,97.61225484,59.27354952,18.57822113,8.357442718,163.6865997,119,1
3703,2/22/2016 16:56,1392,79,382,2,627,173053,0.644683859,86.83310755,0,0.453961897,71.07546079,105,74,2916,114,25,193.4686225,79.86288825,11.9106804,43,97.5907053,70,129,134.0485338,-21.45055333,328.7044531,4348,7.883860732,737.6037092,7.968227492,8.543467288,299.2297659,71,1
3704,2/22/2016 16:56,1499,52,355,4,5293,165381,0.672227344,94.45090557,88,1.268764213,75.73827219,99,97,3887,106,19,177.7044684,12.58931245,13.03016818,43,0.756854724,72,59,136.6133259,-61.27764088,55.39437351,921,78.08089332,472.3698487,25.13316263,0.297523282,498.3459037,121,1
3705,2/22/2016 16:56,1931,4,239,4,8312,64388,0.591449578,18.66545656,52,0.577795572,85.15788076,84,90,1806,11,-3,14.50979738,69.14545869,12.88106853,28,41.38441971,96,29,-131.4901384,-84.1418315,345.9269905,801,92.08429524,78.01243178,8.890504994,9.830782914,433.7007427,61,1
3706,2/22/2016 16:56,1597,34,334,2,605,125747,0.6262867,90.00090641,112,1.614578977,48.78024956,87,172,2622,26,22,138.4038641,32.43409693,12.16311814,-19,21.14211304,137,125,-162.4782882,-54.31104521,177.5508048,247,0.947477906,877.3447109,28.27463092,9.009289283,204.5075863,100,1
3707,2/22/2016 16:56,1233,69,149,1,901,166506,0.858634434,52.50389022,13,4.703795408,55.34602052,98,82,555,76,47,191.726082,55.80859854,11.74064275,19,48.69136494,133,107,112.7404347,36.30769076,33.37927243,3595,49.67351937,76.61736942,28.77036313,4.695404308,412.2761286,298,2
3708,2/22/2016 16:56,1601,33,111,4,9460,115930,0.68794207,16.6231025,38,1.860111777,21.50043237,98,179,654,71,46,52.84078487,93.74320321,12.17894178,20,91.67328741,105,101,-98.31814095,-78.33779218,343.27525,561,60.20394708,692.8011515,18.13833171,5.125715782,278.1918485,78,2
3709,2/22/2016 16:56,1313,69,408,3,3690,134442,0.843742069,65.57733768,125,1.003387892,51.56966252,91,25,1181,10,46,114.1556776,98.08670935,12.56715714,-7,16.71162062,132,115,117.8829156,63.36500565,28.40190376,4690,21.20911406,797.3217103,21.7414574,6.809502599,123.6262317,68,0
3710,2/22/2016 16:56,1565,38,17,4,1962,39226,0.757053771,32.70005222,41,3.341684315,53.18231698,92,198,2585,19,43,199.3434782,53.07150157,11.66967337,-17,32.6445913,113,113,-52.34636355,-79.69809618,282.5953857,2860,35.501637,461.6030847,24.67244331,8.839246782,238.4951327,161,0
3711,2/22/2016 16:56,1011,98,402,2,2780,23406,0.572648875,4.646947742,24,4.508274338,80.9232096,98,145,2986,63,2,116.0554598,14.1573377,13.25035365,-6,23.83744326,140,12,-0.324445497,34.93162095,329.6854703,1266,77.31132013,427.952062,19.04424351,2.73086806,349.269675,219,1
3712,2/22/2016 16:56,1208,26,226,2,5469,170788,0.749535324,7.864798545,31,0.269022335,71.12326005,113,40,1542,80,23,71.96608336,85.43933921,13.39759179,38,28.09589678,112,115,47.85226647,-29.00158911,67.44430789,1947,10.46265477,246.4557887,21.267705,6.537338542,284.7231361,201,2
3713,2/22/2016 16:56,1973,1,140,3,2415,27989,0.878234923,42.37159839,10,3.375253436,69.82899799,75,70,1512,136,11,153.1642431,73.89615311,12.06465163,5,62.45880371,123,15,85.92375894,-38.95602622,36.31543165,4641,29.72349594,960.6386787,5.298417424,6.071733962,419.0011363,109,0
3714,2/22/2016 16:56,1013,4,144,4,7588,47580,0.648837752,82.6483548,24,1.51654163,2.965577297,107,194,3424,12,32,197.7864232,51.74305978,12.00615422,43,99.73956439,133,86,-6.182992163,-24.01067376,94.890407,806,81.29709231,599.6372406,16.51780148,0.27206402,469.2508735,151,1
3715,2/22/2016 16:56,1632,39,260,2,316,50731,0.824040832,31.1027769,51,1.932945075,54.63509934,113,183,1737,59,5,24.82311342,30.70315567,12.88937808,-15,44.78152755,120,59,-66.36777513,-53.21569033,352.5675281,962,0.857381277,478.9953449,8.198005944,3.894384562,181.5075036,166,0
3716,2/22/2016 16:56,1417,54,217,3,3966,82541,0.599516327,76.61258632,134,1.262503748,99.26735506,93,120,640,22,-1,33.7520725,46.69342963,12.65347132,-6,48.94969715,71,23,90.39118031,4.506154509,265.429495,2157,82.80608376,703.5745203,12.49575517,2.603265146,187.3140645,126,1
3717,2/22/2016 16:56,1436,90,162,3,7378,142933,0.567849479,5.574396285,41,4.539847712,75.22157626,74,51,2103,113,15,121.0384651,34.20514792,11.57724315,8,34.87710635,119,89,126.387998,66.63034577,308.5687732,4016,72.03887778,363.1516579,20.47966348,0.859068385,243.3655271,32,1
3718,2/22/2016 16:56,1376,33,92,1,9642,45039,0.680113065,39.37325013,107,4.441508749,83.48187892,110,159,2297,125,29,154.6243969,74.65277885,14.63936367,9,64.34670494,124,21,148.2312677,80.68333922,103.2116832,4985,51.34378863,73.6770486,19.71666088,8.810861547,220.3994416,204,2
3719,2/22/2016 16:56,1019,33,174,4,2376,146425,0.694601797,12.74402535,110,3.063523669,49.35781831,92,125,1424,43,14,155.2189684,74.29973383,12.3261184,49,49.87220051,86,33,58.40386439,14.25784268,22.87534619,4397,70.62707264,624.2136568,7.907863707,9.686674974,391.1589931,42,0
3720,2/22/2016 16:56,1586,72,331,4,2851,111171,0.880504815,86.35483353,56,0.178793487,83.19953447,103,195,1968,121,26,109.0935374,0.799070055,13.48450172,-19,76.79554193,120,19,-157.2688226,-84.96803371,218.0807041,3461,69.85788587,954.5242438,23.44279537,9.415273716,240.7405649,249,1
3721,2/22/2016 16:56,1911,20,205,4,5602,151702,0.730039376,96.79382068,10,4.738225921,81.69561442,81,93,2562,27,2,193.7743282,12.25990953,11.71877413,5,71.21049518,80,84,-63.67629941,40.87109315,0.09975525,4347,5.120485765,99.25062725,27.63643735,1.636518202,247.6906512,64,1
3722,2/22/2016 16:56,1754,16,415,2,2084,69050,0.540617448,32.56157115,69,2.390320036,53.00134974,80,123,639,9,30,133.9381553,51.8246385,12.51309387,10,90.14159909,123,136,-128.752901,-40.97261232,340.9815598,2691,58.36468285,319.926943,14.06750588,5.758812993,262.2130558,56,1
3723,2/22/2016 16:56,1734,21,153,3,7503,132281,0.816999749,98.88626608,66,2.495812271,56.83931704,72,93,3080,84,42,100.5667735,82.55904914,11.69245607,15,2.431061017,114,7,93.83955121,7.742652052,270.1986152,4356,28.97555613,479.8698497,29.73408099,8.513981688,191.1076838,118,1
3724,2/22/2016 16:56,1069,45,103,1,1034,195173,0.73462663,75.23075602,29,3.887459817,5.203859368,93,64,1292,131,39,117.7290113,95.65842773,14.3955949,19,88.3860256,104,121,30.66772872,-89.3656076,314.1787842,2739,82.73679391,331.7699629,16.22338982,7.494142944,309.528009,44,2
3725,2/22/2016 16:56,1823,90,202,4,4149,75254,0.6658216,0.123389943,104,3.107163515,85.3083194,98,26,3353,105,48,163.6167159,62.76142734,13.33897988,-17,66.49682995,112,112,163.6883791,9.250130469,342.509974,4758,12.15026722,253.7939213,16.18413361,1.527668194,486.8255019,112,0
3726,2/22/2016 16:56,1210,87,280,1,6513,107454,0.901109404,48.52717758,22,0.694880856,13.39261819,110,55,2798,32,40,181.3653109,32.73312544,12.83536176,21,99.37567134,135,51,109.8810211,35.06304578,136.3274655,1954,14.90797067,821.9522268,15.14983601,6.537069429,455.4146579,112,0
3727,2/22/2016 16:56,1100,82,65,1,1125,21907,0.577192395,83.41006371,50,0.616268728,30.07903259,100,171,1848,59,-8,167.7004621,22.95442758,11.48250938,32,73.59512323,84,28,-143.5845481,-77.01171578,276.9734474,665,9.747666267,60.79578507,27.14999535,5.604298287,223.0473625,204,1
3728,2/22/2016 16:56,1697,62,117,3,1073,105785,0.956606172,53.38753812,84,1.335467633,74.449248,77,47,1572,25,18,122.372313,84.55900321,11.49875918,15,98.12375291,126,75,124.9163119,24.14260479,238.9133689,4978,56.5080589,851.8857765,17.85323297,5.111647818,303.159338,130,0
3729,2/22/2016 16:56,1131,31,153,4,3947,9484,0.667030745,54.99607754,4,0.445842375,30.09997761,71,124,528,92,-7,23.21162294,85.93333679,14.03005903,-14,78.61107892,90,71,68.67970639,-40.09074158,257.0236034,2301,82.65409346,757.4276512,25.56894183,5.288519692,160.4963379,180,0
3730,2/22/2016 16:56,1622,42,156,1,7020,28194,0.730470722,44.7699623,49,4.181599215,50.55255404,98,25,3505,77,36,148.5548305,49.88807773,12.7843428,29,19.90222272,118,120,4.833344766,-40.80639359,258.2700305,3827,79.33068215,109.3919533,26.86822057,5.761389346,375.1086152,100,0
